"","species","year","spfact","mean","sd","lci95","med","uci95","lci","lqrt","uqrt","uci","year_i","firstyear","lastyear","sci_name","sort","Breeding.Biome","Winter.Biome","Family","bird.group","Migrate","AI","native","popest","popestlci","popestuci","year_est1","year_est2","Pop.source","Tr_source","popse","spfactor","g1","g2","famfact","famfactn","birdgroupfact","birdgroupfactn","migratefact","migratefactn","aifact","aifactn","nativefact","nativefactn","rescindex","rescindex.raw","spsort"
"12289","House Sparrow",1970,257,407852769.4026,25804953.6933454,358202463.789084,407.312778053377,459360060.491547,358.202463789084,390.161132389822,425.399979200119,459.360060491547,1,1970,2017,"Passer domesticus",1668,"Introduced","Introduced","Passeridae","other","Introduced","other","Introduced",92842101,83703006,104203385,2006,2015,"PIF0615","BBS7017",5229688.52040816,"House Sparrow",3,9,"Passeridae",40,"other",2,"Introduced",1,"other",2,"Introduced",1,407.8527694026,407.8527694026,"House Sparrow"
"12290","House Sparrow",1971,257,397696797.647999,25302785.3309547,348841408.25338,397.260960429378,448181008.630611,348.84140825338,380.319963496103,414.483986123206,448.181008630611,2,1970,2017,"Passer domesticus",1668,"Introduced","Introduced","Passeridae","other","Introduced","other","Introduced",92842101,83703006,104203385,2006,2015,"PIF0615","BBS7017",5229688.52040816,"House Sparrow",3,9,"Passeridae",40,"other",2,"Introduced",1,"other",2,"Introduced",1,395.13981458862,379.545772132629,"House Sparrow"
"12291","House Sparrow",1972,257,387542485.633729,24439710.0001688,341291177.659311,386.993636304937,435453365.33666,341.291177659311,370.752949103986,404.184409780794,435.45336533666,3,1970,2017,"Passer domesticus",1668,"Introduced","Introduced","Passeridae","other","Introduced","other","Introduced",92842101,83703006,104203385,2006,2015,"PIF0615","BBS7017",5229688.52040816,"House Sparrow",3,9,"Passeridae",40,"other",2,"Introduced",1,"other",2,"Introduced",1,382.772281636272,379.968925885161,"House Sparrow"
"12292","House Sparrow",1973,257,376976021.436877,23959051.0039216,330687182.754584,376.961885954515,424938440.84761,330.687182754584,360.705104809595,392.836448246883,424.93844084761,4,1970,2017,"Passer domesticus",1668,"Introduced","Introduced","Passeridae","other","Introduced","other","Introduced",92842101,83703006,104203385,2006,2015,"PIF0615","BBS7017",5229688.52040816,"House Sparrow",3,9,"Passeridae",40,"other",2,"Introduced",1,"other",2,"Introduced",1,370.879702699655,358.068084100549,"House Sparrow"
"12293","House Sparrow",1974,257,366115086.505934,23456530.5156904,322102136.898571,365.718990543193,413100909.681255,322.102136898571,349.869020203667,381.871413706538,413.100909681255,5,1970,2017,"Passer domesticus",1668,"Introduced","Introduced","Passeridae","other","Introduced","other","Introduced",92842101,83703006,104203385,2006,2015,"PIF0615","BBS7017",5229688.52040816,"House Sparrow",3,9,"Passeridae",40,"other",2,"Introduced",1,"other",2,"Introduced",1,359.377119793219,349.049841095011,"House Sparrow"
"12294","House Sparrow",1975,257,354654919.151487,22933702.9217768,310664545.517133,354.335929867551,400233592.810605,310.664545517133,339.097221204029,369.901167419929,400.233592810605,6,1970,2017,"Passer domesticus",1668,"Introduced","Introduced","Passeridae","other","Introduced","other","Introduced",92842101,83703006,104203385,2006,2015,"PIF0615","BBS7017",5229688.52040816,"House Sparrow",3,9,"Passeridae",40,"other",2,"Introduced",1,"other",2,"Introduced",1,348.373498006662,333.175575367442,"House Sparrow"
"12295","House Sparrow",1976,257,342079984.68886,22099039.5923349,300417117.71588,341.644686465369,386327647.787987,300.41711771588,326.783839650385,356.913929908677,386.327647787987,7,1970,2017,"Passer domesticus",1668,"Introduced","Introduced","Passeridae","other","Introduced","other","Introduced",92842101,83703006,104203385,2006,2015,"PIF0615","BBS7017",5229688.52040816,"House Sparrow",3,9,"Passeridae",40,"other",2,"Introduced",1,"other",2,"Introduced",1,337.564684828093,329.71611367418,"House Sparrow"
"12296","House Sparrow",1977,257,329248543.240082,21260005.8069138,288019582.48413,329.04264354978,371432884.819807,288.01958248413,314.649418519462,343.39099997675,371.432884819807,8,1970,2017,"Passer domesticus",1668,"Introduced","Introduced","Passeridae","other","Introduced","other","Introduced",92842101,83703006,104203385,2006,2015,"PIF0615","BBS7017",5229688.52040816,"House Sparrow",3,9,"Passeridae",40,"other",2,"Introduced",1,"other",2,"Introduced",1,327.126313263374,328.566502860837,"House Sparrow"
"12297","House Sparrow",1978,257,317886089.073656,20422847.1561238,279167425.369336,317.623817264236,358687900.661741,279.167425369337,303.774383170339,331.496229153545,358.687900661741,9,1970,2017,"Passer domesticus",1668,"Introduced","Introduced","Passeridae","other","Introduced","other","Introduced",92842101,83703006,104203385,2006,2015,"PIF0615","BBS7017",5229688.52040816,"House Sparrow",3,9,"Passeridae",40,"other",2,"Introduced",1,"other",2,"Introduced",1,316.848008124953,305.053528039415,"House Sparrow"
"12298","House Sparrow",1979,257,307454195.195367,19771537.3235165,268893336.241509,307.007636007883,347082036.900032,268.893336241509,294.060489907281,320.741290737672,347.082036900032,10,1970,2017,"Passer domesticus",1668,"Introduced","Introduced","Passeridae","other","Introduced","other","Introduced",92842101,83703006,104203385,2006,2015,"PIF0615","BBS7017",5229688.52040816,"House Sparrow",3,9,"Passeridae",40,"other",2,"Introduced",1,"other",2,"Introduced",1,306.877323769534,290.523923664726,"House Sparrow"
"12299","House Sparrow",1980,257,297675614.331744,19049206.008817,261008000.265723,297.494259539355,335113146.596252,261.008000265723,284.519147936526,310.45299356789,335.113146596252,11,1970,2017,"Passer domesticus",1668,"Introduced","Introduced","Passeridae","other","Introduced","other","Introduced",92842101,83703006,104203385,2006,2015,"PIF0615","BBS7017",5229688.52040816,"House Sparrow",3,9,"Passeridae",40,"other",2,"Introduced",1,"other",2,"Introduced",1,297.222680700041,291.583957756383,"House Sparrow"
"12300","House Sparrow",1981,257,287998002.250202,18505547.5631114,252146473.747768,287.597955022865,325438590.953231,252.146473747768,275.619765366346,300.223298052009,325.438590953231,12,1970,2017,"Passer domesticus",1668,"Introduced","Introduced","Passeridae","other","Introduced","other","Introduced",92842101,83703006,104203385,2006,2015,"PIF0615","BBS7017",5229688.52040816,"House Sparrow",3,9,"Passeridae",40,"other",2,"Introduced",1,"other",2,"Introduced",1,287.619753060392,294.920869586766,"House Sparrow"
"12301","House Sparrow",1982,257,278381256.671935,17823604.5789897,244347796.631033,277.931193172078,313711350.83455,244.347796631033,266.177514261028,290.323906769395,313.71135083455,13,1970,2017,"Passer domesticus",1668,"Introduced","Introduced","Passeridae","other","Introduced","other","Introduced",92842101,83703006,104203385,2006,2015,"PIF0615","BBS7017",5229688.52040816,"House Sparrow",3,9,"Passeridae",40,"other",2,"Introduced",1,"other",2,"Introduced",1,278.153822939851,279.532101550372,"House Sparrow"
"12302","House Sparrow",1983,257,268878496.586484,17300774.7357579,235741343.346119,268.63414269081,303138018.878689,235.741343346119,256.860418878108,280.460202041279,303.138018878689,14,1970,2017,"Passer domesticus",1668,"Introduced","Introduced","Passeridae","other","Introduced","other","Introduced",92842101,83703006,104203385,2006,2015,"PIF0615","BBS7017",5229688.52040816,"House Sparrow",3,9,"Passeridae",40,"other",2,"Introduced",1,"other",2,"Introduced",1,268.681164911961,264.608994922708,"House Sparrow"
"12303","House Sparrow",1984,257,259535158.225132,16801355.9197638,227148143.017839,259.408949834663,292751348.179557,227.148143017839,248.044182531476,270.81155999341,292.751348179557,15,1970,2017,"Passer domesticus",1668,"Introduced","Introduced","Passeridae","other","Introduced","other","Introduced",92842101,83703006,104203385,2006,2015,"PIF0615","BBS7017",5229688.52040816,"House Sparrow",3,9,"Passeridae",40,"other",2,"Introduced",1,"other",2,"Introduced",1,259.230312714398,248.209306307179,"House Sparrow"
"12304","House Sparrow",1985,257,250112198.753166,16052776.5018848,219593766.513878,249.693398471513,282446796.340662,219.593766513878,239.14744746963,260.623023511457,282.446796340662,16,1970,2017,"Passer domesticus",1668,"Introduced","Introduced","Passeridae","other","Introduced","other","Introduced",92842101,83703006,104203385,2006,2015,"PIF0615","BBS7017",5229688.52040816,"House Sparrow",3,9,"Passeridae",40,"other",2,"Introduced",1,"other",2,"Introduced",1,249.863555726438,242.42990249314,"House Sparrow"
"12305","House Sparrow",1986,257,240721501.420854,15577336.686534,210861809.648834,240.51565216645,272076499.157001,210.861809648834,230.10349657826,250.906490068217,272.076499157001,17,1970,2017,"Passer domesticus",1668,"Introduced","Introduced","Passeridae","other","Introduced","other","Introduced",92842101,83703006,104203385,2006,2015,"PIF0615","BBS7017",5229688.52040816,"House Sparrow",3,9,"Passeridae",40,"other",2,"Introduced",1,"other",2,"Introduced",1,240.611310094476,234.678262262046,"House Sparrow"
"12306","House Sparrow",1987,257,231602118.058435,14779237.0330977,203040051.920369,231.416493636396,260956278.168306,203.040051920369,221.523998042637,241.423021218486,260.956278168306,18,1970,2017,"Passer domesticus",1668,"Introduced","Introduced","Passeridae","other","Introduced","other","Introduced",92842101,83703006,104203385,2006,2015,"PIF0615","BBS7017",5229688.52040816,"House Sparrow",3,9,"Passeridae",40,"other",2,"Introduced",1,"other",2,"Introduced",1,231.33617819726,234.727357061094,"House Sparrow"
"12307","House Sparrow",1988,257,222483232.607279,14253015.3879736,195038927.721559,222.231627667522,251130987.880324,195.038927721559,212.883164554087,231.989364662277,251.130987880324,19,1970,2017,"Passer domesticus",1668,"Introduced","Introduced","Passeridae","other","Introduced","other","Introduced",92842101,83703006,104203385,2006,2015,"PIF0615","BBS7017",5229688.52040816,"House Sparrow",3,9,"Passeridae",40,"other",2,"Introduced",1,"other",2,"Introduced",1,222.216937047951,231.624485293334,"House Sparrow"
"12308","House Sparrow",1989,257,213406270.860804,13722718.6506892,186960655.04567,213.18746674544,240938419.905458,186.96065504567,204.075632919492,222.485351288196,240.938419905458,20,1970,2017,"Passer domesticus",1668,"Introduced","Introduced","Passeridae","other","Introduced","other","Introduced",92842101,83703006,104203385,2006,2015,"PIF0615","BBS7017",5229688.52040816,"House Sparrow",3,9,"Passeridae",40,"other",2,"Introduced",1,"other",2,"Introduced",1,213.234762150303,205.184283371147,"House Sparrow"
"12309","House Sparrow",1990,257,204553575.051847,13160539.7608417,179420062.706347,204.388655729211,230444820.770176,179.420062706347,195.602785305907,213.373738811403,230.444820770176,21,1970,2017,"Passer domesticus",1668,"Introduced","Introduced","Passeridae","other","Introduced","other","Introduced",92842101,83703006,104203385,2006,2015,"PIF0615","BBS7017",5229688.52040816,"House Sparrow",3,9,"Passeridae",40,"other",2,"Introduced",1,"other",2,"Introduced",1,204.384742684849,203.678077953934,"House Sparrow"
"12310","House Sparrow",1991,257,195838317.162983,12665608.2068395,171019532.951786,195.607468683354,221228826.580417,171.019532951786,187.264682317679,204.407853134353,221.228826580417,22,1970,2017,"Passer domesticus",1668,"Introduced","Introduced","Passeridae","other","Introduced","other","Introduced",92842101,83703006,104203385,2006,2015,"PIF0615","BBS7017",5229688.52040816,"House Sparrow",3,9,"Passeridae",40,"other",2,"Introduced",1,"other",2,"Introduced",1,195.741748643655,191.275573350416,"House Sparrow"
"12311","House Sparrow",1992,257,187404671.206788,12013798.4552611,164414721.165642,187.174167366716,211121538.068686,164.414721165642,179.31330527269,195.401690561381,211.121538068686,23,1970,2017,"Passer domesticus",1668,"Introduced","Introduced","Passeridae","other","Introduced","other","Introduced",92842101,83703006,104203385,2006,2015,"PIF0615","BBS7017",5229688.52040816,"House Sparrow",3,9,"Passeridae",40,"other",2,"Introduced",1,"other",2,"Introduced",1,187.270005891833,187.122267503162,"House Sparrow"
"12312","House Sparrow",1993,257,179373081.349994,11538360.947342,157033517.743132,179.271828109979,202251620.748507,157.033517743132,171.52527989982,187.113883219079,202.251620748507,24,1970,2017,"Passer domesticus",1668,"Introduced","Introduced","Passeridae","other","Introduced","other","Introduced",92842101,83703006,104203385,2006,2015,"PIF0615","BBS7017",5229688.52040816,"House Sparrow",3,9,"Passeridae",40,"other",2,"Introduced",1,"other",2,"Introduced",1,179.293523983957,172.364499096687,"House Sparrow"
"12313","House Sparrow",1994,257,171647358.559052,11013076.0648087,150639133.721469,171.433742523561,193704283.213265,150.639133721469,164.017678846608,178.95310643144,193.704283213265,25,1970,2017,"Passer domesticus",1668,"Introduced","Introduced","Passeridae","other","Introduced","other","Introduced",92842101,83703006,104203385,2006,2015,"PIF0615","BBS7017",5229688.52040816,"House Sparrow",3,9,"Passeridae",40,"other",2,"Introduced",1,"other",2,"Introduced",1,171.585538758575,169.094347584811,"House Sparrow"
"12314","House Sparrow",1995,257,164401205.685274,10514682.9974787,144371049.043413,164.171921123156,185557646.518635,144.371049043413,157.178647631223,171.38428981086,185.557646518635,26,1970,2017,"Passer domesticus",1668,"Introduced","Introduced","Passeridae","other","Introduced","other","Introduced",92842101,83703006,104203385,2006,2015,"PIF0615","BBS7017",5229688.52040816,"House Sparrow",3,9,"Passeridae",40,"other",2,"Introduced",1,"other",2,"Introduced",1,164.316031222258,158.74643271907,"House Sparrow"
"12315","House Sparrow",1996,257,157603010.388359,10168086.3708365,138479693.845831,157.373136552034,178115536.999971,138.479693845831,150.565654609559,164.484319294646,178.115536999971,27,1970,2017,"Passer domesticus",1668,"Introduced","Introduced","Passeridae","other","Introduced","other","Introduced",92842101,83703006,104203385,2006,2015,"PIF0615","BBS7017",5229688.52040816,"House Sparrow",3,9,"Passeridae",40,"other",2,"Introduced",1,"other",2,"Introduced",1,157.516967372572,146.322178380392,"House Sparrow"
"12316","House Sparrow",1997,257,151265958.612034,9676771.49183454,132632603.990845,151.100413955004,170709480.896918,132.632603990845,144.7330276604,157.727631482932,170.709480896918,28,1970,2017,"Passer domesticus",1668,"Introduced","Introduced","Passeridae","other","Introduced","other","Introduced",92842101,83703006,104203385,2006,2015,"PIF0615","BBS7017",5229688.52040816,"House Sparrow",3,9,"Passeridae",40,"other",2,"Introduced",1,"other",2,"Introduced",1,151.192053108593,144.658194985487,"House Sparrow"
"12317","House Sparrow",1998,257,145356589.83239,9254807.88421233,127280094.277237,145.232796048938,163679043.381278,127.280094277237,139.147400649695,151.460070847196,163.679043381278,29,1970,2017,"Passer domesticus",1668,"Introduced","Introduced","Passeridae","other","Introduced","other","Introduced",92842101,83703006,104203385,2006,2015,"PIF0615","BBS7017",5229688.52040816,"House Sparrow",3,9,"Passeridae",40,"other",2,"Introduced",1,"other",2,"Introduced",1,145.293627958765,143.433809808395,"House Sparrow"
"12318","House Sparrow",1999,257,139905671.610492,8975871.98548032,122663178.2792,139.669226580459,157781963.943717,122.6631782792,133.756296183606,145.865706849312,157.781963943717,30,1970,2017,"Passer domesticus",1668,"Introduced","Introduced","Passeridae","other","Introduced","other","Introduced",92842101,83703006,104203385,2006,2015,"PIF0615","BBS7017",5229688.52040816,"House Sparrow",3,9,"Passeridae",40,"other",2,"Introduced",1,"other",2,"Introduced",1,139.80584226894,135.314571450716,"House Sparrow"
"12319","House Sparrow",2000,257,134712008.895808,8631700.55781734,118313872.104165,134.439922306048,151913797.248582,118.313872104165,128.748464835675,140.523060874193,151.913797248582,31,1970,2017,"Passer domesticus",1668,"Introduced","Introduced","Passeridae","other","Introduced","other","Introduced",92842101,83703006,104203385,2006,2015,"PIF0615","BBS7017",5229688.52040816,"House Sparrow",3,9,"Passeridae",40,"other",2,"Introduced",1,"other",2,"Introduced",1,134.639926560138,130.528717433569,"House Sparrow"
"12320","House Sparrow",2001,257,129881735.71317,8393970.7026766,113783892.658151,129.680815972419,146728286.239176,113.783892658151,124.222629928186,135.498485906518,146.728286239176,32,1970,2017,"Passer domesticus",1668,"Introduced","Introduced","Passeridae","other","Introduced","other","Introduced",92842101,83703006,104203385,2006,2015,"PIF0615","BBS7017",5229688.52040816,"House Sparrow",3,9,"Passeridae",40,"other",2,"Introduced",1,"other",2,"Introduced",1,129.77927696432,126.311416183593,"House Sparrow"
"12321","House Sparrow",2002,257,125102338.500408,8082090.61612161,109544298.692745,124.966253986228,141243610.691719,109.544298692745,119.527733485808,130.477602551701,141.243610691719,33,1970,2017,"Passer domesticus",1668,"Introduced","Introduced","Passeridae","other","Introduced","other","Introduced",92842101,83703006,104203385,2006,2015,"PIF0615","BBS7017",5229688.52040816,"House Sparrow",3,9,"Passeridae",40,"other",2,"Introduced",1,"other",2,"Introduced",1,125.091395071488,123.210088277438,"House Sparrow"
"12322","House Sparrow",2003,257,120619767.067948,7787928.85763003,105936239.030557,120.468338738227,136355726.5849,105.936239030557,115.289661840524,125.782159093878,136.3557265849,34,1970,2017,"Passer domesticus",1668,"Introduced","Introduced","Passeridae","other","Introduced","other","Introduced",92842101,83703006,104203385,2006,2015,"PIF0615","BBS7017",5229688.52040816,"House Sparrow",3,9,"Passeridae",40,"other",2,"Introduced",1,"other",2,"Introduced",1,120.588212729176,122.114821392601,"House Sparrow"
"12323","House Sparrow",2004,257,116235759.596771,7461849.83284243,102125667.775343,116.105974690841,131151231.42611,102.125667775343,111.12945560639,121.131048277154,131.15123142611,35,1970,2017,"Passer domesticus",1668,"Introduced","Introduced","Passeridae","other","Introduced","other","Introduced",92842101,83703006,104203385,2006,2015,"PIF0615","BBS7017",5229688.52040816,"House Sparrow",3,9,"Passeridae",40,"other",2,"Introduced",1,"other",2,"Introduced",1,116.222912681722,117.409229465455,"House Sparrow"
"12324","House Sparrow",2005,257,112129771.172786,7166161.97568483,98414564.3519472,112.038409068814,126491961.830676,98.4145643519472,107.219308538416,116.9260157684,126.491961830676,36,1970,2017,"Passer domesticus",1668,"Introduced","Introduced","Passeridae","other","Introduced","other","Introduced",92842101,83703006,104203385,2006,2015,"PIF0615","BBS7017",5229688.52040816,"House Sparrow",3,9,"Passeridae",40,"other",2,"Introduced",1,"other",2,"Introduced",1,112.038476304982,111.500693324057,"House Sparrow"
"12325","House Sparrow",2006,257,108091049.49,6805730.09801492,94845873.2222189,107.969171129875,121611134.055975,94.8458732222189,103.438609587327,112.664081230978,121.611134055975,37,1970,2017,"Passer domesticus",1668,"Introduced","Introduced","Passeridae","other","Introduced","other","Introduced",92842101,83703006,104203385,2006,2015,"PIF0615","BBS7017",5229688.52040816,"House Sparrow",3,9,"Passeridae",40,"other",2,"Introduced",1,"other",2,"Introduced",1,108.021002160384,107.575724608224,"House Sparrow"
"12326","House Sparrow",2007,257,104210986.978415,6550358.95392997,91616587.5172305,104.164076309362,117161291.075702,91.6165875172305,99.7793224854698,108.624780470122,117.161291075702,38,1970,2017,"Passer domesticus",1668,"Introduced","Introduced","Passeridae","other","Introduced","other","Introduced",92842101,83703006,104203385,2006,2015,"PIF0615","BBS7017",5229688.52040816,"House Sparrow",3,9,"Passeridae",40,"other",2,"Introduced",1,"other",2,"Introduced",1,104.209754195764,102.082309460642,"House Sparrow"
"12327","House Sparrow",2008,257,100712535.257881,6333773.78918837,88646160.8804046,100.571252493251,113331833.609587,88.6461608804046,96.3963205575629,104.953376523353,113.331833609587,39,1970,2017,"Passer domesticus",1668,"Introduced","Introduced","Passeridae","other","Introduced","other","Introduced",92842101,83703006,104203385,2006,2015,"PIF0615","BBS7017",5229688.52040816,"House Sparrow",3,9,"Passeridae",40,"other",2,"Introduced",1,"other",2,"Introduced",1,100.65030839807,94.9708291049911,"House Sparrow"
"12328","House Sparrow",2009,257,97395662.0822089,6156360.8889486,85676469.4825328,97.3913104966591,109563235.643641,85.6764694825328,93.1747869991568,101.576639192859,109.563235643641,40,1970,2017,"Passer domesticus",1668,"Introduced","Introduced","Passeridae","other","Introduced","other","Introduced",92842101,83703006,104203385,2006,2015,"PIF0615","BBS7017",5229688.52040816,"House Sparrow",3,9,"Passeridae",40,"other",2,"Introduced",1,"other",2,"Introduced",1,97.3343097147337,92.4256796813218,"House Sparrow"
"12329","House Sparrow",2010,257,94211360.8241118,5950835.79082872,82839429.1809777,94.1126191525102,106090797.973332,82.8394291809777,90.1322926292805,98.1460865178615,106.090797973332,41,1970,2017,"Passer domesticus",1668,"Introduced","Introduced","Passeridae","other","Introduced","other","Introduced",92842101,83703006,104203385,2006,2015,"PIF0615","BBS7017",5229688.52040816,"House Sparrow",3,9,"Passeridae",40,"other",2,"Introduced",1,"other",2,"Introduced",1,94.1961658113814,90.1707622043392,"House Sparrow"
"12330","House Sparrow",2011,257,91354845.8704114,5782351.62956502,80329340.2704463,91.225996159119,103003587.410586,80.3293402704463,87.453531404169,95.1992305509183,103.003587410586,42,1970,2017,"Passer domesticus",1668,"Introduced","Introduced","Passeridae","other","Introduced","other","Introduced",92842101,83703006,104203385,2006,2015,"PIF0615","BBS7017",5229688.52040816,"House Sparrow",3,9,"Passeridae",40,"other",2,"Introduced",1,"other",2,"Introduced",1,91.3005161219727,86.1174190568432,"House Sparrow"
"12331","House Sparrow",2012,257,88597316.2383908,5595163.74934829,77796475.168267,88.4887227253202,99783778.1756018,77.796475168267,84.780355859368,92.3978145756294,99.7837781756018,43,1970,2017,"Passer domesticus",1668,"Introduced","Introduced","Passeridae","other","Introduced","other","Introduced",92842101,83703006,104203385,2006,2015,"PIF0615","BBS7017",5229688.52040816,"House Sparrow",3,9,"Passeridae",40,"other",2,"Introduced",1,"other",2,"Introduced",1,88.608345023268,88.3678312649596,"House Sparrow"
"12332","House Sparrow",2013,257,86085291.4712947,5443877.67534222,75621461.3998792,85.9906737387834,96773662.9250269,75.6214613998792,82.2807263351268,89.7671186235094,96.7736629250269,44,1970,2017,"Passer domesticus",1668,"Introduced","Introduced","Passeridae","other","Introduced","other","Introduced",92842101,83703006,104203385,2006,2015,"PIF0615","BBS7017",5229688.52040816,"House Sparrow",3,9,"Passeridae",40,"other",2,"Introduced",1,"other",2,"Introduced",1,86.07233866156,83.7571634346956,"House Sparrow"
"12333","House Sparrow",2014,257,83658468.3192129,5243916.35929063,73578115.3232343,83.5880148997938,94162583.6181237,73.5781153232343,80.0915841570551,87.0998273158047,94.1625836181237,45,1970,2017,"Passer domesticus",1668,"Introduced","Introduced","Passeridae","other","Introduced","other","Introduced",92842101,83703006,104203385,2006,2015,"PIF0615","BBS7017",5229688.52040816,"House Sparrow",3,9,"Passeridae",40,"other",2,"Introduced",1,"other",2,"Introduced",1,83.634099972685,83.3808728994361,"House Sparrow"
"12334","House Sparrow",2015,257,81330843.5083207,5142496.8847393,71440079.7961651,81.2329857255628,91488094.9906926,71.4400797961651,77.8199783222932,84.7696957518938,91.4880949906926,46,1970,2017,"Passer domesticus",1668,"Introduced","Introduced","Passeridae","other","Introduced","other","Introduced",92842101,83703006,104203385,2006,2015,"PIF0615","BBS7017",5229688.52040816,"House Sparrow",3,9,"Passeridae",40,"other",2,"Introduced",1,"other",2,"Introduced",1,81.3051035516355,82.2684504373064,"House Sparrow"
"12335","House Sparrow",2016,257,79135393.9268176,5194673.16194578,69076943.5862613,79.0503328581788,89516979.5664557,69.0769435862613,75.5902081427176,82.6206894949567,89.5169795664557,47,1970,2017,"Passer domesticus",1668,"Introduced","Introduced","Passeridae","other","Introduced","other","Introduced",92842101,83703006,104203385,2006,2015,"PIF0615","BBS7017",5229688.52040816,"House Sparrow",3,9,"Passeridae",40,"other",2,"Introduced",1,"other",2,"Introduced",1,79.0783307727749,79.9449901834179,"House Sparrow"
"12336","House Sparrow",2017,257,76944308.3608929,5161793.55421304,67151364.0476951,76.8587836532484,87209047.1446729,67.1513640476951,73.4168266030744,80.3441604493011,87.2090471446729,48,1970,2017,"Passer domesticus",1668,"Introduced","Introduced","Passeridae","other","Introduced","other","Introduced",92842101,83703006,104203385,2006,2015,"PIF0615","BBS7017",5229688.52040816,"House Sparrow",3,9,"Passeridae",40,"other",2,"Introduced",1,"other",2,"Introduced",1,76.8729338027437,73.7248325945471,"House Sparrow"
"3649","Blackpoll Warbler",1970,77,353344248.41118,56143147.356953,249435902.194475,351.288599953339,471392683.325232,249.435902194475,315.326320517983,389.46750321327,471.392683325232,1,1970,2017,"Setophaga striata",1994,"Boreal Forest","South America","Parulidae","landbird","M","other","native",59716232,45066327,76124820,2006,2015,"PIF0615","BBS7017",7923084.94897959,"Blackpoll Warbler",6,3,"Parulidae",38,"landbird",1,"M",2,"other",2,"native",2,353.34424841118,353.34424841118,"Blackpoll Warbler"
"3650","Blackpoll Warbler",1971,77,350884657.064944,56148683.5237388,247745850.89129,348.3560571935,468637282.827067,247.74585089129,312.512086901216,386.245720143745,468.637282827067,2,1970,2017,"Setophaga striata",1994,"Boreal Forest","South America","Parulidae","landbird","M","other","native",59716232,45066327,76124820,2006,2015,"PIF0615","BBS7017",7923084.94897959,"Blackpoll Warbler",6,3,"Parulidae",38,"landbird",1,"M",2,"other",2,"native",2,337.881804388399,316.423487038495,"Blackpoll Warbler"
"3651","Blackpoll Warbler",1972,77,348088335.880231,55722752.8354834,245620347.919398,345.893211687958,464862193.969251,245.620347919398,310.042076004235,383.145713646254,464.862193969251,3,1970,2017,"Setophaga striata",1994,"Boreal Forest","South America","Parulidae","landbird","M","other","native",59716232,45066327,76124820,2006,2015,"PIF0615","BBS7017",7923084.94897959,"Blackpoll Warbler",6,3,"Parulidae",38,"landbird",1,"M",2,"other",2,"native",2,324.601457458365,354.504096683071,"Blackpoll Warbler"
"3652","Blackpoll Warbler",1973,77,345170363.989266,55585448.2137299,241936286.111224,342.929922888598,462760280.579412,241.936286111224,307.262249426439,380.690767893315,462.760280579412,4,1970,2017,"Setophaga striata",1994,"Boreal Forest","South America","Parulidae","landbird","M","other","native",59716232,45066327,76124820,2006,2015,"PIF0615","BBS7017",7923084.94897959,"Blackpoll Warbler",6,3,"Parulidae",38,"landbird",1,"M",2,"other",2,"native",2,310.895883943328,351.24661504811,"Blackpoll Warbler"
"3653","Blackpoll Warbler",1974,77,341790362.065484,55247809.6110375,240131014.149509,339.471687705711,457931151.796907,240.131014149509,303.692900703868,377.005722037074,457.931151796907,5,1970,2017,"Setophaga striata",1994,"Boreal Forest","South America","Parulidae","landbird","M","other","native",59716232,45066327,76124820,2006,2015,"PIF0615","BBS7017",7923084.94897959,"Blackpoll Warbler",6,3,"Parulidae",38,"landbird",1,"M",2,"other",2,"native",2,297.721793297395,391.789170706023,"Blackpoll Warbler"
"3654","Blackpoll Warbler",1975,77,337107843.975313,56456909.3348431,234673422.320347,334.085465391523,456180349.398312,234.673422320347,297.96712167055,373.486599495756,456.180349398312,6,1970,2017,"Setophaga striata",1994,"Boreal Forest","South America","Parulidae","landbird","M","other","native",59716232,45066327,76124820,2006,2015,"PIF0615","BBS7017",7923084.94897959,"Blackpoll Warbler",6,3,"Parulidae",38,"landbird",1,"M",2,"other",2,"native",2,285.327829980994,340.860842876539,"Blackpoll Warbler"
"3655","Blackpoll Warbler",1976,77,331220564.462893,57633980.1465935,226004918.698008,328.324917960851,455628164.320864,226.004918698008,291.308295188696,367.243548692082,455.628164320864,7,1970,2017,"Setophaga striata",1994,"Boreal Forest","South America","Parulidae","landbird","M","other","native",59716232,45066327,76124820,2006,2015,"PIF0615","BBS7017",7923084.94897959,"Blackpoll Warbler",6,3,"Parulidae",38,"landbird",1,"M",2,"other",2,"native",2,273.322084513364,347.08495957191,"Blackpoll Warbler"
"3656","Blackpoll Warbler",1977,77,323448932.538219,58216996.7671227,219409404.405531,320.124841341256,446992043.57642,219.409404405531,282.941584469691,359.441320528392,446.99204357642,8,1970,2017,"Setophaga striata",1994,"Boreal Forest","South America","Parulidae","landbird","M","other","native",59716232,45066327,76124820,2006,2015,"PIF0615","BBS7017",7923084.94897959,"Blackpoll Warbler",6,3,"Parulidae",38,"landbird",1,"M",2,"other",2,"native",2,260.944914897963,301.020377321842,"Blackpoll Warbler"
