year,mean_Arctic_Tundra,upper97p5_Arctic_Tundra,lower2p5_Arctic_Tundra,mean_Aridlands,upper97p5_Aridlands,lower2p5_Aridlands,mean_Boreal_Forest,upper97p5_Boreal_Forest,lower2p5_Boreal_Forest,mean_Coasts,upper97p5_Coasts,lower2p5_Coasts,mean_Eastern_Forest,upper97p5_Eastern_Forest,lower2p5_Eastern_Forest,mean_Forest_Generalist,upper97p5_Forest_Generalist,lower2p5_Forest_Generalist,mean_Grassland,upper97p5_Grassland,lower2p5_Grassland,mean_Habitat_Generalist,upper97p5_Habitat_Generalist,lower2p5_Habitat_Generalist,mean_Introduced,upper97p5_Introduced,lower2p5_Introduced,mean_Western_Forest,upper97p5_Western_Forest,lower2p5_Western_Forest,mean_Wetland,upper97p5_Wetland,lower2p5_Wetland
1990,8.758816396391465,38.679233326301926,-13.209892857566384,-15.392059105686409,-8.829681167592794,-21.961410282184637,-17.461225879835744,-6.327752200384829,-25.667236315636842,-1.9969586837199007,27.514316034965884,-26.291767372585966,-18.85757882175302,-16.06577822977745,-21.467693602669282,2.8340541693549643,6.075104069600914,-0.27428054642761956,-30.6597975266966,-28.385771699658658,-32.82580824615911,-9.927035400159365,-8.157996344102306,-11.512341016256169,-27.133221573700524,-22.363025624845122,-31.260495944354695,-19.34635323575715,-13.970696797014348,-24.190939627079295,-20.183555820265035,-12.54500130675058,-25.93299962872272
1991,11.071933984814926,40.59663016810167,-11.564850238600746,-16.095647391221963,-10.10969169353172,-22.886098437980394,-17.82014806854532,-7.234373511519596,-25.81307490907346,-3.5411575567811266,26.986554579734285,-28.787759303340685,-19.410777699228536,-16.564642231808513,-22.24089822737215,3.3695607694492415,6.446628961517167,0.18202922899250906,-31.861576326172944,-29.628828727010355,-34.08940868415406,-10.067021802503886,-8.436215685509085,-11.723835077799018,-28.008898039015115,-23.004395164976913,-32.059347212165186,-20.1413806480503,-14.943563822358069,-25.071626190931628,-19.611490159719057,-11.839559415236522,-25.501959904197285
1992,15.282508155666465,44.039307247139426,-7.294673114257672,-16.699773417051997,-10.419292130771783,-22.769112857801527,-18.179673923381408,-8.228478772281344,-26.09743018526642,-4.8103916941301,27.458239464469244,-29.18772568464134,-19.980393312260123,-16.994900007185475,-22.702184513217798,4.1048476994025425,7.550716337216469,0.8995996144535641,-32.94382990999534,-30.796577554963097,-34.93137886286295,-10.133212230749663,-8.420250717308507,-11.729687802384756,-28.976613422652324,-24.21511123855254,-33.635579035169606,-21.177487479133077,-15.975062358525832,-26.096804265623415,-18.300712650293434,-9.51998899349775,-25.16700424220783
1993,19.697623490962588,53.412052226395986,-5.945209778004286,-17.500753122873014,-10.93487665425032,-23.350368660297026,-18.38800834307492,-7.369669712577823,-26.148913526033475,-6.6319775683100435,26.657012832352713,-31.655633002329257,-20.600107354139126,-17.698312819287043,-23.51915547547679,4.822109726148084,8.488891816689916,1.390800842493074,-34.07459755632878,-31.914097381075184,-36.25482670903273,-10.124582322613433,-8.507981931665642,-11.76866973132955,-29.798748106131878,-25.201060410699522,-34.09070054306275,-21.785749337330415,-16.726254904171928,-26.72201937645347,-16.1824071079675,-6.643032036162987,-23.242445174715574
1994,24.540036520420216,60.62066897632529,-1.737783800466709,-17.815755539357756,-10.972256601591424,-24.191407021889095,-18.93594092926311,-7.457823901256094,-27.57658610480984,-7.024491711481402,24.754362705506328,-32.381877923249036,-21.260890594248828,-18.155653394300757,-24.155947447830368,5.862789683077623,9.676598473925143,2.5491394891974184,-35.19122626079618,-33.16621026740261,-37.309954671074095,-10.088312931574158,-8.319203642916928,-11.745769560408627,-30.505301476609404,-26.070004633785388,-34.9498413145722,-22.715136210479194,-17.53854140975726,-27.524748354319215,-13.685788751476874,-3.8246394024347596,-21.009366908535437
1995,32.862992146368505,74.8851897976255,1.6139180720218549,-18.319426145311244,-11.995255474157993,-25.310262269187568,-19.299149704499257,-6.485223973473293,-27.721916135387158,-8.776214858662277,26.447331846207828,-34.71890585036105,-21.878142471210204,-18.613804705633747,-24.88030570716258,6.889097188993312,10.629472268949495,3.426270567211214,-36.23413182723214,-34.071608126075986,-38.24943380263403,-10.058607404934383,-8.376147801715685,-11.655793971952447,-31.381253000109385,-26.610496431765885,-35.4360570780914,-23.480602174076804,-18.688252675787783,-28.068778029560807,-10.520216824519217,0.08781852805401251,-18.697080708821744
1996,39.2640304021782,80.17049779681194,7.8627988706890015,-18.881021173236007,-12.215920603230229,-25.320577083381824,-19.70532801910982,-6.426428356440115,-28.25590010849553,-11.145274005939877,21.98590994707746,-35.23919051030166,-22.400508690728632,-19.01289426523006,-25.600811254631715,8.023409335246065,12.076599613398448,4.4060191161422715,-37.330217930499344,-35.11049110806482,-39.430671152854025,-10.001291912485295,-8.17186415399197,-11.71660950458414,-32.13240192900576,-27.676414507280217,-36.37809467237044,-24.15164713152449,-19.413607050946016,-29.02213787687608,-7.483088533532334,4.295295922815547,-16.401687918804814
1997,49.58098282287203,93.29356521639349,15.550141982820719,-19.159315058440683,-12.781021453925797,-25.914729688117024,-20.171403148138072,-8.209867369705792,-28.635943707724124,-12.213158403747311,20.225669464767368,-36.47469974507861,-22.879582166970824,-19.36941483888819,-26.04061292105049,9.36553856876135,13.72338247726162,5.210916322971403,-38.350599692557545,-36.31379898052024,-40.38533128636257,-9.8563166183347235,-8.064237827139488,-11.70554625418756,-32.67737858089724,-27.95103477133063,-37.2903116003537,-24.987923742092498,-20.3024766136737,-29.556805932128395,-5.3918577204218,7.226326736926662,-14.532788443363298
1998,57.22944809280208,102.75488161610552,21.718430253392658,-19.293889474875407,-12.990412589464727,-25.506984900772455,-20.514479499275367,-6.827242853778962,-29.455565750316488,-14.820908408575423,16.026014438052904,-42.12300659755566,-23.203554078071587,-19.756785814801038,-26.686488097089256,10.912172370042148,15.490205837269471,6.777764613148527,-39.309547690438876,-37.309608430944934,-41.2557606927088,-9.728978573509032,-7.883759606029255,-11.490398315911435,-33.143771875744186,-28.53642797037331,-37.25819409527324,-25.690736791684767,-20.895706736203277,-30.342150804329492,-3.5350176112031892,10.920612606660047,-14.305190124565677
1999,65.92266551959473,113.72480152537793,26.52146535679396,-19.536424910913652,-12.783200989176198,-25.889441135316698,-20.603355718149434,-6.5696100650437455,-29.453108339982393,-15.295880247935404,15.858733172943657,-41.61447739514129,-23.47678096152155,-19.736272920951233,-27.095434373870113,13.038821268330958,18.176396733099836,8.587201799529023,-40.187035223664154,-38.14952835441562,-42.100846915213275,-9.593655441166833,-7.7357738807983845,-11.395771969139236,-33.70717324469941,-28.877876261767078,-38.25680818056206,-26.309819194915054,-21.60001231505086,-30.90388044955624,-3.2377785237005923,12.485675602368026,-13.95879308705089
2000,74.83846622633345,129.27544338897636,32.930901402384485,-19.69738158964915,-13.422880396091305,-25.90249977150657,-20.752622751419846,-6.38562415774347,-30.11638731479402,-16.80822828421404,14.862625844548571,-41.2068221581843,-23.694570837332662,-19.824965781503767,-27.31145293099027,15.223631765845285,21.083605274610175,10.335846927741628,-41.02391284604801,-39.05688009152262,-42.963641371328,-9.427327181663932,-7.648015288612218,-11.240979535983364,-34.09068376444977,-29.931291320415298,-38.196220203580665,-26.84042455218301,-22.175782518424608,-31.419066062471153,-3.8622696684260287,12.182476137041546,-14.970695830122702
2001,80.99855773324228,143.17975711027034,36.80071788130012,-19.63047227601007,-13.496297270271125,-26.732720008236313,-20.8089554305161,-5.998585271324689,-30.451988748099375,-16.77659278653996,15.197570778400594,-40.95390046577395,-23.802863122816195,-20.023144872433978,-27.45037721750795,17.606210077338577,23.616620908302632,12.073403079504502,-41.84276897062844,-39.84936772770872,-43.782776987470065,-9.22926124305179,-7.357344698373669,-11.073537757819807,-34.37528226028987,-29.82979623665412,-38.523222564370094,-27.47165251564613,-22.464451970253695,-32.38198108408002,-4.08160046179918,13.501637480691622,-15.811870251485672
2002,86.97151862812154,151.2656888472674,38.08063262411188,-19.34499920845706,-12.475887082142906,-26.455848492267663,-20.93542714372763,-4.015739122243464,-30.530536873766405,-18.25452200332485,11.246374927685373,-41.891807522964115,-23.92956872371146,-19.953511740640955,-27.611452280007168,20.110103619359155,27.029112168291338,14.43692249275856,-42.58418685798307,-40.45293261916393,-44.4056607874364,-9.059490264695322,-7.188780496966663,-10.834850345184194,-34.62594534220029,-29.759423416580944,-38.7156745569813,-28.302018902018983,-23.136872902264322,-32.69488085820177,-4.911213535259303,12.128700224029307,-16.215313134088387
2003,91.17388582209493,158.86802169706493,42.30666635224821,-19.46099320918068,-12.786662713076863,-26.055390459829894,-21.238335737701316,-5.855929531793616,-31.228675754275468,-18.655661327814272,10.136888967508705,-41.64399488708385,-24.083229725345024,-20.167621537796794,-27.659836905218125,23.21773258858583,31.09929170469613,16.861186725089357,-43.22773184229512,-41.288165161750975,-45.23182379458973,-8.821493477234505,-6.939991371099305,-10.701659944735058,-34.894531469283095,-29.99814905081476,-39.26871212635136,-28.86572282169711,-23.85494589857045,-33.43713279454529,-4.531602087194162,13.158481829997994,-17.133477610401915
2004,94.08385974922447,162.43130252270677,44.39757376340256,-19.425146852988128,-12.8314933184127,-26.234230331522355,-21.398403626912003,-5.798485593259635,-30.974354228364685,-18.86337163576821,12.27139787126702,-42.92179976216834,-24.217169999375578,-20.373419245318946,-27.884403034685043,26.540574723954222,34.91848967757922,19.383872225858113,-43.91024521556398,-41.97875034369432,-45.72971543168279,-8.55966785885673,-6.589650914297421,-10.282798242347779,-35.05946774444619,-30.686173056253946,-39.337562341502775,-29.37615503011799,-24.4101816004889,-34.11811706260445,-3.7573126226811233,15.623177450698897,-16.534055253595117
2005,94.79358174864568,175.2402280977451,44.152607485478434,-19.4773258124513,-12.469427793634502,-26.840675253050822,-21.62093401288196,-4.621301334011879,-31.69270810933794,-20.455090010295688,8.435033919348946,-42.71694286322333,-24.44716741124791,-20.473238036349684,-28.188050347125674,29.839880902434235,38.971667248103806,21.59744166155971,-44.52072860586724,-42.50044599352175,-46.31212672412596,-8.327091145994702,-6.175875939383389,-10.249777489514981,-35.24910801591431,-30.879603674045754,-39.478359478780305,-29.95626979158204,-25.07762828296386,-34.35106169081755,-1.358008909743738,20.88313917212242,-15.332456392556649
2006,96.37592504154281,165.57441313744667,44.45353155758193,-20.0318842214526,-13.273740494912213,-27.045446422243685,-21.382153746044157,-4.704357220429476,-32.157961228020746,-21.184516623560476,7.590903824014909,-43.49861859512097,-24.699205285850905,-20.58923802275524,-28.423027635894783,33.286408146336676,42.911672207781784,25.098336520530907,-45.150443335127534,-43.13048027492696,-47.0135500097062,-8.05420226465159,-6.181037505124634,-10.040446565239158,-35.479338948275974,-30.64158213907949,-39.986164500503655,-30.52834036249805,-26.016453008611002,-35.15512798465889,1.0283213272925489,21.831010672531686,-13.74409151646149
2007,99.3444008836859,175.52010858557352,43.69759915209232,-20.535337378930425,-13.773752058721183,-27.712051286857122,-21.61103758037728,-7.0273995316980775,-31.628026593854244,-20.44250768014778,9.182758199925443,-45.17121496250882,-24.99289863943582,-20.734212157969164,-28.76840138571136,36.815421409352716,46.688984266414295,27.67672879221327,-45.7606420432134,-43.88912651069251,-47.62114549822469,-7.6986108186024484,-5.614751296763098,-9.689728333721702,-35.49550076913507,-30.77501511665072,-40.08047513666015,-31.025707089500703,-26.100611203466098,-35.54487877520924,4.914420218690121,30.676430028698725,-10.881808848241345
2008,99.64789094612685,174.513230842297,44.62201840786639,-20.66716636131598,-13.4227648260236,-27.94603448377343,-21.755564176825608,-7.383113152202379,-31.462243515745534,-20.062877961709127,8.598267892933787,-42.736126231050655,-25.272496041951953,-20.86702298683563,-29.317689512126595,40.02759689942326,48.88442664230801,32.36562908477149,-46.38754902808474,-44.52243575139271,-48.17362023716387,-7.309093841292868,-5.307937204158379,-9.337844673224827,-35.699415162017495,-30.88059794160366,-39.939427176476656,-31.62534405397247,-26.92385730182068,-36.44913100978431,9.256065992565247,34.681158004386745,-7.422546025938809
2009,101.49767163561422,181.9604301808426,45.308010483614204,-21.114980437730182,-13.837247190358923,-28.30216209379509,-21.813785149109545,-5.401801738236007,-31.8194094619019,-20.62326414648736,8.80217757980245,-44.19676309804858,-25.518694740692947,-21.12219172505648,-29.68938719600209,43.901483914770594,54.27743449773205,34.8626924300172,-46.97346554196333,-45.095880021620715,-48.79330921166037,-6.793905235422458,-4.561676763649561,-8.795390623444778,-35.616625650075235,-30.60640029910644,-40.197369528827714,-32.10644786357019,-27.165175620910983,-36.98623252546326,13.727336515864044,45.15839978405242,-4.444454790947274
2010,100.67247070764434,181.1454824963528,48.06399090913042,-21.283910210551433,-14.489512310133717,-28.088175908807365,-20.62822750745306,-1.733259910492564,-31.889665603063534,-20.16549795904716,13.061773160948231,-43.15716779462566,-25.72353769634541,-21.200907773145882,-29.662463587218017,47.59890114499202,59.14755268117437,38.17759800353205,-47.53701521587335,-45.701240885685785,-49.36410622484033,-6.370502411993378,-4.077579806753145,-8.480111066500957,-35.42618929775017,-30.204691749078556,-39.878067820029,-32.44933462241509,-27.85493670048681,-37.03058207411493,17.41483216671148,46.511027865220356,-0.5062828406335835
2011,100.33277664623212,186.38486983217342,42.8422094299228,-21.23630237986964,-13.581614493351294,-28.49805192864062,-21.035909050662966,-2.3102149587043272,-32.546053626298125,-20.846996470331696,12.108073935824555,-44.098556657691354,-25.87376872399964,-21.457104982513798,-29.854407673656162,51.66551880180969,64.99689640561567,39.55609296811527,-48.13022852458555,-46.23753023486376,-49.95734802467084,-5.802041753894494,-3.3503455011723067,-7.954305952894888,-35.285622175184145,-30.333779175270394,-39.96671319604784,-32.8363682229961,-27.689858556370584,-37.55787015582744,21.735753836550508,52.191366705899576,1.2261671695273988
2012,100.45061745233723,183.7013173546808,44.03567486070347,-20.861763540663283,-13.729810055122423,-28.5568280887161,-20.616438285010013,-2.0880511858447024,-32.7767341101294,-19.28089130775979,11.525830289742204,-44.698886908942356,-25.92211569250865,-21.300348554172064,-29.964815878696346,55.6175085558473,71.2703046598462,42.627722600519085,-48.63410110182993,-46.71440253504142,-50.39597579796129,-5.140990955921607,-2.9271904119857886,-7.319954238475208,-35.09495659780711,-29.83501429280967,-39.724924060676905,-33.31095836664278,-28.199246165718794,-37.89710924223063,24.398386421447096,56.21991709656298,3.7189389243557893
