year,mean_Aquatic_predator,upper97p5_Aquatic_predator,lower2p5_Aquatic_predator,mean_Frugivore,upper97p5_Frugivore,lower2p5_Frugivore,mean_Granivore,upper97p5_Granivore,lower2p5_Granivore,mean_Herbivore_aquatic,upper97p5_Herbivore_aquatic,lower2p5_Herbivore_aquatic,mean_Herbivore_terrestrial,upper97p5_Herbivore_terrestrial,lower2p5_Herbivore_terrestrial,mean_Invertivore,upper97p5_Invertivore,lower2p5_Invertivore,mean_Nectarivore,upper97p5_Nectarivore,lower2p5_Nectarivore,mean_Omnivore,upper97p5_Omnivore,lower2p5_Omnivore,mean_Scavenger,upper97p5_Scavenger,lower2p5_Scavenger,mean_Vertivore,upper97p5_Vertivore,lower2p5_Vertivore
1996,-22.514208402401778,-6.880730823662691,-33.68381493069351,19.177583446090246,29.135830503728183,9.140984515306018,-26.892417053719118,-23.985168135456522,-29.461163068246474,-5.699461445475783,4.105095545092882,-14.007929356460235,74.9042902910619,121.26228536083376,36.2835883259172,-18.433647627026552,-16.804843221961875,-20.019009486501265,-17.72090035262013,-8.319924926785037,-25.256296396043684,-15.924779883389315,-13.194091517783374,-18.23341236372767,84.9637852980038,98.01995097542184,73.34181134285845,11.153923103646507,15.123643241935618,7.085676919727181
1997,-23.32740998611941,-9.732546887548796,-34.38861090670613,19.62164775455605,30.525151835341525,9.90998396386077,-27.520208161041005,-24.548225023353343,-30.101302418098996,-1.0282305899115634,9.40614876264713,-9.427222974381232,88.12420559382119,140.13624983683437,46.56777452984881,-18.86122804664564,-17.2559169723939,-20.445678781826903,-17.791053285786244,-8.772979319176432,-25.43236726291602,-15.646191501173869,-12.776299522260432,-18.333309341765766,90.43098536762923,103.76612445251445,77.86134398044538,11.97144351234152,15.913933388832998,8.12873322460633
1998,-24.50375085514436,-11.254089077124195,-35.757017625697536,19.65390512185264,30.563269094220125,10.228907039695143,-28.29518371084753,-25.30585366714596,-30.763386789667774,0.7039777163122959,10.448396414794804,-7.846788996623384,99.84500588379547,153.90718056382815,58.58481767149433,-19.269107661577145,-17.549205303878797,-20.872161429561444,-17.95594270007929,-8.707798702108656,-25.965537716743093,-15.221725733002227,-12.479874030226721,-18.048583417357413,96.99851831721298,111.1771470090501,84.87241046416032,12.743632765668952,16.837034577344973,8.697127852873397
1999,-25.035767351590415,-10.614645652004311,-36.86980097742837,19.906205056928243,29.856304844397954,10.01417099163386,-28.92392667788134,-26.135746128463712,-31.457448078621645,-0.7466089099121044,9.51560640556704,-8.73397590375008,112.18523459398257,168.9752126011337,64.06291413002323,-19.641910507509536,-18.123427424645918,-21.21966523257653,-18.115787381575423,-8.350708317383921,-25.93977166348465,-14.666588061172265,-11.62114698459718,-17.37750231641763,102.96061891885336,118.46098205547649,89.73976830237076,13.65745298899115,17.913131498697908,9.84231177621583
2000,-25.944540576875337,-12.835512396577318,-36.68355444340117,19.768738001948243,29.59230525589448,10.010697198841255,-29.485569129587113,-26.59109283773706,-32.10525376583663,-4.88133978631863,3.4407236944144612,-12.322494238502472,124.75621708151729,183.5135272693794,76.86480498724508,-20.00820168497014,-18.326561715380564,-21.575010265180783,-18.22634485778489,-8.220750916678947,-26.260569125181732,-13.992655515490474,-10.58917257139079,-16.932656403373116,109.52017600687896,124.37426297341067,96.63257485244249,14.446214851681454,18.597676645324633,10.16560638415125
2001,-26.045478795494848,-12.597808217623674,-36.47088025449519,19.80877233749942,29.079205286263772,10.200276960056078,-30.13526469875685,-27.36137449079501,-32.61961469282858,-10.096659495437704,-2.6810650208067712,-17.220452068426827,134.96571307871196,209.02424527343848,80.281815529702385,-20.345025473024606,-18.76018626010217,-21.84899638051068,-18.21999384885633,-7.680488629993637,-26.514783145452935,-13.104041801421095,-9.663563223411884,-16.48708059897558,116.56936440604885,131.1894889975109,102.00864056700426,15.352847988126316,19.44161967319212,11.31166024250145
2002,-26.87060869234175,-14.827095615775946,-37.42914689392185,19.991428546894312,28.905278749530385,10.084119289482283,-30.686787701044548,-28.047778144343866,-33.07721567060701,-14.728938395325358,-7.045301520831953,-21.48401110135017,143.5362050665718,221.4436835016597,85.82328403495566,-20.666253971580968,-18.929900756068893,-22.12679600756242,-18.411725760126163,-7.9564213895739035,-26.90226473544802,-12.214669001475928,-8.2956485982042,-15.555351507610883,123.95571570134499,138.70279101166687,108.92587570955772,16.393323946092064,20.701415687647096,12.289858802285563
2003,-26.986347973330655,-13.883755038162118,-37.37137282900704,19.67337421399491,29.171309500096044,9.112728887217365,-31.165082015704847,-28.525201113932482,-33.482850668869396,-17.886664978962056,-10.937657280669674,-24.12832479762755,150.992976484148,227.3225420586771,91.40709533421338,-20.963467876177305,-19.3684214642138,-22.4838328118144,-18.455230222660646,-8.106191414791589,-27.22081954138753,-10.985288668087488,-7.017751764901057,-14.555148416846455,131.3769661155176,147.60031128971528,117.64046568998248,17.43584244441632,21.543917313540987,13.170795398331261
2004,-27.361722629455357,-14.28274099634245,-39.1177086909822,19.768765078789645,30.137165546875806,10.754532894336101,-31.643732782721457,-29.04627750670187,-33.97598346166741,-19.18631504893684,-12.332512659165756,-25.73946276560924,157.66604236122183,237.91833908740688,95.87681287692118,-21.193791599899345,-19.639067388339743,-22.772881929720057,-18.533135215586643,-7.459140383005768,-27.185882458068683,-9.731829062169291,-5.4256832012620615,-13.598806449943948,138.98711451229326,154.9259173880521,124.301279392004,18.601484528786006,22.919698168125294,13.969665918453519
2005,-27.775434447094316,-14.33768715419239,-39.171193526121826,19.700890866189873,29.692692709833654,10.415362835478245,-32.17209061448097,-29.59857926408946,-34.79915694822543,-18.30493725405528,-11.551355421134415,-25.038177037672884,162.2617599388224,250.46094492658878,94.59952404850713,-21.443459169316583,-19.878646451101957,-22.925747309716314,-18.479554102750278,-7.062717862008317,-27.305049019889665,-8.424057516195361,-3.5522494022174738,-12.783827604615729,147.53987543844121,165.43844695880915,132.19304318280842,19.700077121293944,24.04595365047902,15.250632216764975
