year,mean_Aquatic_predator,upper97p5_Aquatic_predator,lower2p5_Aquatic_predator,mean_Frugivore,upper97p5_Frugivore,lower2p5_Frugivore,mean_Granivore,upper97p5_Granivore,lower2p5_Granivore,mean_Herbivore_aquatic,upper97p5_Herbivore_aquatic,lower2p5_Herbivore_aquatic,mean_Herbivore_terrestrial,upper97p5_Herbivore_terrestrial,lower2p5_Herbivore_terrestrial,mean_Invertivore,upper97p5_Invertivore,lower2p5_Invertivore,mean_Nectarivore,upper97p5_Nectarivore,lower2p5_Nectarivore,mean_Omnivore,upper97p5_Omnivore,lower2p5_Omnivore,mean_Scavenger,upper97p5_Scavenger,lower2p5_Scavenger,mean_Vertivore,upper97p5_Vertivore,lower2p5_Vertivore
1996,-0.24737867622900866,-0.15801879746925374,-0.3277630493642264,0.1955577440353462,0.3034267397462491,0.09848093990629203,-0.3226865081682574,-0.28750184203909446,-0.356430800624996,0.028282088588234666,0.14778537099160216,-0.06511083929553618,0.3651590944836631,0.7039359960079863,0.12248080170656084,-0.18473021133323697,-0.1632373289731932,-0.20802638331129564,-0.17012195383907036,-0.08153795794292196,-0.24570786880719286,-0.2500267268929376,-0.2314451080107991,-0.2670864843988989,0.8800113874203377,1.0131567006008426,0.7548787452070274,0.1659619465568114,0.22016172325781658,0.12173881189194047
1997,-0.25679569708052563,-0.16702275472141248,-0.33825558972565695,0.19590798808104348,0.30552210601314767,0.1023083886248719,-0.33355347344933384,-0.2965850415209752,-0.3653891462502987,0.04676427145417206,0.15501516661936332,-0.05070655804367641,0.41049510942259704,0.7200128044217393,0.16045072306204045,-0.18858328068824393,-0.16715883217511263,-0.20992807596566876,-0.1714890640362824,-0.08242734050853795,-0.24875363528856265,-0.25631336357755174,-0.2384182734528616,-0.2731464858578141,0.9435021614211503,1.0799305925153364,0.8210237347011151,0.17711072522497373,0.23544318668070496,0.13026063066140336
1998,-0.26375517155331374,-0.17348463086689103,-0.3512921333107749,0.19845147725979828,0.2965945116555484,0.10067526059401843,-0.34331413957503054,-0.30725237390572624,-0.3736921708168086,0.02964176246847039,0.1424692332105053,-0.06359382866937824,0.46416656402376977,0.790343718938918,0.19245726188734724,-0.19188669787866974,-0.17073603640591895,-0.21279243534632386,-0.1728492075048781,-0.07831008838827525,-0.25129174039376034,-0.26228111459263714,-0.24475229733763104,-0.278768286822362,1.0010524347150427,1.1516481283507316,0.8713292826155807,0.19065277518160495,0.24565501568483294,0.14265284450279814
1999,-0.2717169423764064,-0.18399870288846898,-0.3513903107164599,0.19708309236195287,0.2951338148997489,0.09928581512763701,-0.35228021455554337,-0.31706137797978906,-0.38248407792966177,-0.016578557895759793,0.07904886117364307,-0.09816424472377627,0.5119091740266837,0.8707133916049326,0.24090031643881415,-0.1955356525836307,-0.17473626253221453,-0.21649554261615833,-0.17377506239692342,-0.07634209040619222,-0.25152579516734386,-0.26783641117933754,-0.250131185393653,-0.28565064417789443,1.0640437731940042,1.211304530604012,0.935738164659031,0.20324768257719072,0.262786338605113,0.15069869737432962
2000,-0.2759714057033501,-0.1867879217363736,-0.35466413982415834,0.1975760076608073,0.28989211227640865,0.10166717820403703,-0.3616372924265381,-0.32833230050360107,-0.3901008613375935,-0.0739958493688252,0.013096726031590178,-0.14945864831439004,0.5552467736055424,0.9429652103293069,0.2649160433511466,-0.19875149445410556,-0.17919972089263747,-0.2187550259602985,-0.1734957271602079,-0.07184850832454237,-0.2537686904102169,-0.27332739473339207,-0.2544960048285845,-0.2901168732738273,1.1319470525404456,1.2762022376400042,0.9900314610403433,0.2162766751183265,0.27689892999190713,0.16379953954527893
2001,-0.2831425363973389,-0.19659187398476874,-0.35956593188741925,0.19940200755327142,0.28774419238189575,0.10098458041557357,-0.3700013835104008,-0.33566320466573496,-0.39947780094222773,-0.1258981551252064,-0.04198390581209055,-0.19897040449042436,0.5925187887080083,0.9859661997655926,0.2978039828577488,-0.20154862370445892,-0.180333240520542,-0.22137370011081714,-0.17519320991290122,-0.07465805127970304,-0.25636553181841515,-0.2783635338262386,-0.26013766220440004,-0.29547612859220473,1.2031044076335808,1.351294583260854,1.0579284751421856,0.2302447203548561,0.29009858962668233,0.17908774815622408
2002,-0.28607874419777923,-0.19727459251988722,-0.3625438682522475,0.19626531333087538,0.2910246434176049,0.09200160279369274,-0.37759196024256214,-0.34217584358741704,-0.4047951826717383,-0.1602784106238434,-0.08089900951338602,-0.22696125364589248,0.6184872379080311,1.0519137100332827,0.30293168184527564,-0.2042133498502502,-0.18275736614342464,-0.2239416230846013,-0.17553234644329951,-0.07291744020016,-0.26087731682026316,-0.28276459068298754,-0.2643087107004908,-0.29996847700267026,1.274265245437285,1.4335008495805663,1.1396310463655612,0.24472743695103483,0.304596884357788,0.19160559184191173
2003,-0.28949233945695496,-0.1956867634299413,-0.37006791766032,0.19726412348963862,0.30070027701346835,0.10743476933840967,-0.3854958463074114,-0.35317614335669756,-0.4144010846294164,-0.17352275503982406,-0.09616421591052915,-0.24522760920034392,0.6520607087488941,1.055345757615192,0.3185319771789825,-0.20599854532477246,-0.18624384725310839,-0.22687618233473994,-0.17605199929270232,-0.06901503407754161,-0.2610921712942422,-0.2875339229441797,-0.26886446378808304,-0.3043725623326927,1.3476877954285111,1.5078772601407504,1.2026754628055891,0.26122898863497146,0.32802641838672497,0.20624873840604896
2004,-0.2942380627386575,-0.20465118549996242,-0.37472160085810935,0.19664119500032307,0.2969442926099721,0.10355040252876746,-0.3934247136448942,-0.3595696523130205,-0.4231705150233893,-0.16338842395845699,-0.08839233328733376,-0.23583384625227066,0.6661099887023825,1.1262924064298945,0.3505161651494857,-0.2082002081957165,-0.1896982880105188,-0.2281350271240764,-0.1755734407341819,-0.06940180671097773,-0.2625390026186284,-0.29208039212351855,-0.2718267292320976,-0.3087281300155177,1.4300046514568607,1.6036418978057894,1.2789522038723633,0.27728826004807394,0.34561273915272417,0.21800528471173064
2005,-0.29544460810299145,-0.21280830853717314,-0.37200311266321773,0.19366255464057858,0.29184133552820923,0.09808653382428845,-0.40245160587497464,-0.37073042290139757,-0.42969659344640754,-0.1296987335785581,-0.04766245126896029,-0.20100835392065197,0.6820351064485386,1.1410567060771202,0.35358448924290764,-0.21009887633954039,-0.191258186830068,-0.23242149930499334,-0.17609771899526627,-0.06027769359787993,-0.27034904154400885,-0.29685932540499227,-0.2787292533344502,-0.31403761912322214,1.5051506453235772,1.672266604206993,1.3384487574425608,0.2933061716577048,0.3605910586188532,0.2331224477348821
2006,-0.29249549127487406,-0.19994540551356788,-0.370361718082844,0.19603236533756707,0.3050443382027117,0.10215280582373043,-0.4091743639153963,-0.37309236285369063,-0.4375515689326056,-0.06778382837391628,0.02974097282684318,-0.1443658422700409,0.7119901807544948,1.1910483725833543,0.36343611510142293,-0.21136729628522344,-0.18986536394418052,-0.23224546002295554,-0.1754108326743189,-0.059085364414887986,-0.2669688399196838,-0.3009809567483499,-0.2813902175616878,-0.3190784216191658,1.595372003973143,1.7791730388371545,1.43385078737405,0.3095202882185528,0.3745459415929713,0.25353953200429813
2007,-0.2900463969086666,-0.19819697944983217,-0.3688351528368644,0.1992779523876982,0.2952425797097189,0.10983066589403201,-0.4160472245883643,-0.3834707077780243,-0.4436115835573117,4.1560873564217005e-5,0.093461485566261,-0.09495610289138312,0.7166154209077458,1.1876678778646554,0.3679718583768399,-0.2129282867278447,-0.19282455720517377,-0.23421136753137772,-0.17402737295451032,-0.05241675649026556,-0.2662846339110415,-0.3054318937249484,-0.28769391603027283,-0.3231248040893355,1.6840571494676384,1.8729852352140548,1.5109767808142034,0.32672865138813756,0.39277760594173694,0.26501780261891583
2008,-0.28785324652663236,-0.20123133438269913,-0.36827927284225104,0.19839020327617596,0.3042321947350799,0.1013714732186215,-0.42258844841336374,-0.38634199355359444,-0.4517087333954568,0.06941101095455182,0.17784514669860085,-0.027892842055403544,0.7489183790836156,1.2463461514780625,0.40075806338599507,-0.21360241528094404,-0.1917676303116328,-0.23627665395353992,-0.17477369614512372,-0.06032003070906866,-0.2698394719303371,-0.310646142821437,-0.2924303101207305,-0.32837775026027705,1.7817623546028014,1.969240257484401,1.6003336296770927,0.3460438602454654,0.41437053784068856,0.28275337122965416
2009,-0.2835453719836202,-0.19180133243395814,-0.36043806246577414,0.1973077995224044,0.29902480077069327,0.10450537184723707,-0.4289598216754449,-0.39705107655314265,-0.4551500759582383,0.12938193192849057,0.2473797832703375,0.024771195089172027,0.7777823721660664,1.2508180708688088,0.39610101934319575,-0.21469918189426052,-0.19424879750136959,-0.23716430999088134,-0.1736703122801685,-0.045393981342388035,-0.27560709104992065,-0.314825458450983,-0.29550713368908355,-0.33100201171715804,1.8676496617192062,2.0774548958182426,1.6855138327709174,0.36602996519596753,0.44142299893190184,0.2972532361885234
2010,-0.2857661903698946,-0.19091596104722675,-0.36747580326905915,0.19997039599365696,0.300168801884783,0.10028783646923367,-0.4341500711802918,-0.4036925383332045,-0.4611173594628729,0.16915733535446775,0.30062158878315537,0.051658564068308044,0.7838590042512925,1.2960463369910857,0.41378243389611225,-0.21536284073656176,-0.19512865353676823,-0.23615319772258891,-0.17398366098823848,-0.05534705570582532,-0.27356304244988605,-0.3185632543621659,-0.29964574863873505,-0.3362434343424838,1.9733423799911334,2.1701340587497975,1.7598649211071176,0.3845085573347937,0.4603112541712686,0.320737007401269
2011,-0.2783051062738222,-0.1873043374008131,-0.36275188877329645,0.20111601500953702,0.30021138234501055,0.10564503475877096,-0.4389929609248562,-0.4033427681868339,-0.4664351919100411,0.19622621406683538,0.3233312182214958,0.08252471991717925,0.8033318665557461,1.3247002416883622,0.45060296482308404,-0.21571438877618487,-0.1939172457952114,-0.23745982628776008,-0.17239758498544822,-0.05106040289262015,-0.2732521243020969,-0.3224964145855397,-0.3044246084165867,-0.3398815105192601,2.077802310094287,2.2732553665415223,1.8763373422962362,0.4052522961906353,0.48147221166570775,0.3357628462672153
2012,-0.2763819707659878,-0.1804091273368379,-0.35844741770157174,0.1984820555644904,0.3039077703974573,0.0959644947945566,-0.44421716219854857,-0.40762673634035107,-0.47185336095182917,0.20203809423525132,0.32569257009497665,0.09108099467065456,0.7830601796737442,1.2623657305098224,0.43331743131260625,-0.21586474587449778,-0.19469133871298083,-0.23818225124973957,-0.17198430917796792,-0.033427289947013605,-0.2719599006650675,-0.3263259932023671,-0.3066770997147594,-0.34429706183304853,2.1844081407331903,2.4262881676516708,1.9669918212712307,0.4260189600960491,0.5091421722368719,0.3545964434432254
2013,-0.2696202482881004,-0.16192982185434135,-0.3554627787566569,0.2059976021208143,0.31266205591036567,0.11013010735708573,-0.4481539260078867,-0.41163085535817345,-0.47566943568495146,0.20299258247356122,0.32752983965321425,0.09419028013340514,0.7721685022670173,1.2468990382836678,0.39414965676910607,-0.2163113382915003,-0.19375897814504472,-0.23820844810655561,-0.17122966889106916,-0.04579139290707368,-0.27685599287915674,-0.329120169378178,-0.3100785168875718,-0.34793477300312015,2.3005665528960426,2.53908018074175,2.0837575186243873,0.4473819462961537,0.5263590720355344,0.37700121421729893
